what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292382226804
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292388995327
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1292388999475
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1292388999930
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292389000179
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292389001983
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292389002649
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292389015950
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292389021756
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292389022782
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292389026358
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292389051039
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292389053533
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1292389056417
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292389061747
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292389062047
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292389062180
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1292389104667
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292389216514
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292389229211
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292389239068
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1292389243903
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1292389243922
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292389261117
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292389265774
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292389380535
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292398558011
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292398562027
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292405013483
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292405015692
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292418968072
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292418989756
opened,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1292419004129
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1292419006795
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1292419008225
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292419012081
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1292419018577
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292419469774
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292421294536
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292421302375
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292421302880
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292421334989
