what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292376495407
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292376528843
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292376585998
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.override.methods",1292376586046
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1292376599346
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1292376600791
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1292376604048
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1292376605872
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292376607188
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292376610301
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1292376616024
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292376616553
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292376616749
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292376616857
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292376617120
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292376617213
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292376617686
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292376617909
error,log,,,"No command output when running: 'am start -n com.goal/com.goal.DroidGoal -a android.intent.action.MAIN -c android.intent.category.LAUNCHER' on device emulator-5554",1292376651059
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292376928897
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292376939753
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292376944988
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292376990209
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.override.methods",1292376990248
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1292376995349
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1292376996155
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1292376998653
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1292376999895
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292377003122
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1292377011564
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292377012005
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292377012330
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292377012454
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292377012777
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292377012872
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292377013404
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292377013540
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292377081543
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292377218512
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292377227725
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292377235863
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292377319667
opened,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1292377330216
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1292377330321
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1292377331353
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292377341288
closed,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1292377341288
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292377347708
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1292377779336
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1292377779337
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1292377779338
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1292377779339
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1292377779340
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1292377779340
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1292377779341
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1292377779341
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1292377779342
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1292377779343
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1292377779343
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1292377779345
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1292377779346
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1292377779346
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1292377779347
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1292377779347
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1292377779348
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1292377779349
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1292377779350
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1292377779350
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1292377779350
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1292377779351
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1292377779351
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1292377779352
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1292377779353
